userName,ExperimentState,ReflectionPhasePart,condition,elapsedTime,distanceTraveled,headsetPosX,headsetPosY,headsetPosZ,ControllerLeftPosX,ControllerLeftPosY,ControllerLeftPosZ,ControllerRightPosX,ControllerRightPosY,ControllerRightPosZ,headsetRotEulerX,headsetRotEulerY,headsetRotEulerZ,headsetRotInspectorX,headsetRotInspectorY,headsetRotInspectorZ,controllerLeftRotEulerX,controllerLeftRotEulerY,controllerLeftRotEulerZ,controllerLeftRotInspectorX,controllerLeftRotInspectorY,controllerLefttRotInspectorZ,controllerRightRotEulerX,controllerRightRotEulerY,controllerRightRotEulerZ,controllerRightRotInspectorX,controllerRightRotInspectorY,controllerRighttRotInspectorZ,rawSliderValue,convertedSliderValue,isKidneyVisible,ToggleHead,ToggleRight,ToggleLeft,ToggleTissue,TaskVisible1,TaskVisible2,TaskVisible3,TaskVisible4,TaskVisible5,TaskVisible6,TaskVisible7,TaskVisible8,TaskVisible9,TaskVisible10,TaskVisible11,TaskVisible12,TaskVisible13,TaskVisible14,
Andi,Reflective,Intro,Standup,7.122938,5.275885,-1.073421,1.677608,0.08083083,-0.8954119,1.587791,0.3954755,-0.7392755,1.069008,0.1188363,1.710516,41.68572,359.6811,1.711,41.686,-0.319,303.2069,37.11622,8.353001,-56.793,37.116,8.353001,11.37451,55.20652,336.963,11.375,55.207,-23.037,0.9953057,706.4994,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,7.252172,5.27829,-1.075609,1.677497,0.08107629,-0.8985062,1.587577,0.3968402,-0.7400738,1.069623,0.1191561,1.793034,41.70825,359.763,1.793,41.708,-0.237,303.1693,36.23484,9.52679,-56.831,36.235,9.527,11.30671,55.31052,337.0331,11.307,55.31,-22.967,0.9949338,706.3203,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,7.394071,5.28106,-1.078199,1.677819,0.08163974,-0.9026012,1.588609,0.3990343,-0.7422284,1.070154,0.1217616,1.631972,41.42155,359.7545,1.632,41.422,-0.246,303.2764,35.68725,10.39616,-56.724,35.687,10.396,11.24594,54.98874,336.921,11.246,54.989,-23.079,0.957921,688.4924,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,7.521879,5.283412,-1.080403,1.677482,0.08208811,-0.9058005,1.589249,0.4006678,-0.7436543,1.071054,0.1229475,1.630921,41.10474,359.8904,1.631,41.105,-0.11,303.4221,35.37243,10.28338,-56.578,35.372,10.283,11.09418,54.86524,337.0624,11.094,54.865,-22.938,0.9211735,670.7923,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,7.659502,5.286644,-1.082659,1.677038,0.08419116,-0.9073551,1.587971,0.4029737,-0.7460253,1.069852,0.1233408,1.783036,40.43789,0.2265178,1.783,40.438,0.227,303.64,35.19474,10.24857,-56.36,35.195,10.249,11.35292,54.62357,337.1758,11.353,54.624,-22.824,0.8847152,653.2315,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,7.798746,5.290047,-1.084853,1.676437,0.08659576,-0.9080288,1.586118,0.4041879,-0.7479311,1.069069,0.1230218,2.152812,39.62464,0.5367025,2.153,39.625,0.537,304.03,35.27887,10.26669,-55.97,35.279,10.267,11.57113,54.47609,337.3821,11.571,54.476,-22.618,0.8411842,632.264,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,7.945146,5.292996,-1.086503,1.675408,0.08850414,-0.9083444,1.584793,0.4044303,-0.7504389,1.068321,0.1248364,2.51432,38.66417,0.8837538,2.514,38.664,0.8840001,304.2208,35.33435,10.00417,-55.779,35.334,10.004,11.73369,53.90977,337.4351,11.734,53.91,-22.565,0.7977355,611.3362,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.070391,5.294125,-1.08686,1.67543,0.08914968,-0.9077169,1.584054,0.4040215,-0.7514313,1.06794,0.1260973,2.529154,38.31413,0.9937465,2.529,38.314,0.994,304.3572,35.81532,9.299141,-55.643,35.815,9.299001,11.84596,53.67961,337.4259,11.846,53.68,-22.574,0.7615437,593.9037,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.194054,5.295695,-1.085945,1.674954,0.09009202,-0.9061148,1.582834,0.404883,-0.7523755,1.067458,0.1284137,2.907533,38.15205,0.9933284,2.908,38.152,0.993,304.5625,36.15478,8.51539,-55.437,36.155,8.515,11.97726,53.30097,337.4019,11.977,53.301,-22.598,0.7325875,579.9564,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.322161,5.297166,-1.084663,1.674452,0.09032148,-0.9051299,1.581435,0.4062207,-0.7527982,1.066813,0.1300814,3.050815,38.12254,0.8409013,3.051,38.123,0.841,304.8552,36.00587,8.240559,-55.145,36.006,8.241,12.00864,52.95799,337.3673,12.009,52.958,-22.633,0.689142,559.0302,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.455437,5.299093,-1.08334,1.674971,0.0912669,-0.9043354,1.580613,0.408373,-0.7516791,1.066443,0.1311002,3.059389,37.94339,0.9829515,3.059,37.943,0.983,305.0313,35.74095,8.199069,-54.969,35.741,8.199,12.15978,52.99834,337.3565,12.16,52.998,-22.643,0.6456513,538.082,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.595174,5.300663,-1.082138,1.674745,0.09157013,-0.9035281,1.580059,0.4091287,-0.7510692,1.065866,0.1320572,3.091617,37.67464,1.008744,3.092,37.675,1.009,305.132,35.5955,8.053164,-54.868,35.596,8.053,12.16185,52.76034,337.3529,12.162,52.76,-22.647,0.6019857,517.0497,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.715883,5.301532,-1.081758,1.675125,0.09184475,-0.9040628,1.579442,0.4109192,-0.7500685,1.066007,0.1331131,3.013214,37.59473,0.976575,3.013,37.595,0.9770001,305.4949,35.17962,7.964608,-54.505,35.18,7.965,12.15893,52.67055,337.3416,12.159,52.671,-22.658,0.5654135,499.4341,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.858721,5.30232,-1.082059,1.675269,0.09212674,-0.9055912,1.57896,0.4119227,-0.7496629,1.065603,0.1336336,2.917258,37.20596,1.164728,2.917,37.206,1.165,305.7631,34.70475,8.150377,-54.237,34.705,8.150001,12.16177,52.47028,337.1087,12.162,52.47,-22.891,0.5649723,499.2216,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,8.980698,5.302836,-1.082473,1.675202,0.0921124,-0.9071207,1.579375,0.4128381,-0.7487746,1.065696,0.1339297,2.957193,36.90945,1.396279,2.957,36.909,1.396,305.7882,34.42207,8.377406,-54.212,34.422,8.377001,12.0956,52.32306,337.2293,12.096,52.323,-22.771,0.5645292,499.0082,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,9.108241,5.304638,-1.083637,1.675335,0.09152,-0.9085372,1.578777,0.4137719,-0.7483605,1.065658,0.1338167,2.861455,36.54896,1.512345,2.861,36.549,1.512,305.9937,33.66465,8.211441,-54.006,33.665,8.211,12.0402,52.24919,337.3172,12.04,52.249,-22.683,0.5640851,498.7943,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,9.230164,5.307197,-1.08536,1.675345,0.08967277,-0.9088549,1.577505,0.4141855,-0.7486267,1.065942,0.1333777,2.694681,36.4298,1.629586,2.695,36.43,1.63,306.761,33.47893,7.844459,-53.239,33.479,7.844,11.95513,52.14154,337.2263,11.955,52.142,-22.774,0.5636992,498.6084,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,9.366528,5.309634,-1.086539,1.675441,0.08759697,-0.9104565,1.576996,0.4141409,-0.7488468,1.065778,0.1326213,2.443481,36.39816,1.613863,2.443,36.398,1.614,307.1127,32.08541,7.71024,-52.887,32.085,7.710001,11.95791,52.10215,337.0253,11.958,52.102,-22.975,0.5632705,498.4019,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,9.494799,5.311122,-1.087328,1.675512,0.08658218,-0.9091891,1.57546,0.4140377,-0.7488813,1.06573,0.1327266,2.370981,36.07032,1.677244,2.371,36.07,1.677,307.9123,32.73381,7.254097,-52.088,32.734,7.254,11.93005,51.94635,336.9921,11.93,51.946,-23.008,0.5627657,498.1587,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,9.632668,5.312798,-1.087383,1.675105,0.08535174,-0.9091991,1.574655,0.4127601,-0.7494023,1.065045,0.1324824,2.392518,35.76089,1.827799,2.393,35.761,1.828,307.7717,32.9517,6.53297,-52.228,32.952,6.533,11.96334,51.66879,336.9408,11.963,51.669,-23.059,0.5623108,497.9396,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,9.767911,5.313936,-1.086568,1.675392,0.08472924,-0.9089806,1.574812,0.4125433,-0.7488636,1.065323,0.1323318,2.394376,35.80368,1.73298,2.394,35.804,1.733,307.777,32.96723,6.310307,-52.223,32.967,6.31,11.95001,51.63213,336.9424,11.95,51.632,-23.058,0.5618649,497.7249,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,9.896134,5.315096,-1.085856,1.675294,0.08391135,-0.9086258,1.575142,0.4121809,-0.7480733,1.065279,0.1320753,2.388179,35.81968,1.581126,2.388,35.82,1.581,307.8723,32.75935,6.243277,-52.128,32.759,6.243001,11.96016,51.59832,336.8545,11.96,51.598,-23.145,0.5614763,497.5377,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.03922,5.315712,-1.085625,1.675493,0.0838099,-0.9075996,1.573819,0.4126278,-0.7472996,1.065459,0.132023,2.380569,35.91344,1.625815,2.381,35.913,1.626,308.3121,32.73814,6.311687,-51.688,32.738,6.312,11.91748,51.62526,336.8757,11.917,51.625,-23.124,0.5612414,497.4245,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.17126,5.316849,-1.086225,1.675526,0.08420017,-0.908123,1.57399,0.4136212,-0.7475036,1.06547,0.1325634,2.35178,35.82161,1.628635,2.352,35.822,1.629,308.4473,32.52731,6.525454,-51.553,32.527,6.525,11.93771,51.55579,336.9398,11.938,51.556,-23.06,0.5610956,497.3543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.30958,5.318483,-1.087149,1.675461,0.08539611,-0.9096238,1.574801,0.4149233,-0.747881,1.065521,0.1331285,2.438118,35.78249,1.578997,2.438,35.782,1.579,308.4236,32.3252,6.691157,-51.576,32.325,6.691,11.98619,51.58507,337.0357,11.986,51.585,-22.964,0.560896,497.2581,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.44325,5.320524,-1.088555,1.674808,0.08641531,-0.91057,1.574064,0.4163655,-0.7493077,1.065845,0.1342295,2.654189,35.84064,1.653261,2.654,35.841,1.653,308.6434,32.26453,6.875037,-51.357,32.265,6.875,11.96924,51.4744,337.0818,11.969,51.474,-22.918,0.5607262,497.1764,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.57884,5.322111,-1.089914,1.674585,0.08700433,-0.9119285,1.573949,0.4174887,-0.7514645,1.065552,0.1355147,2.672496,35.67489,1.591165,2.672,35.675,1.591,308.8034,32.24945,6.9831,-51.197,32.249,6.983,12.1167,51.24697,337.0679,12.117,51.247,-22.932,0.5605581,497.0954,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.71598,5.32371,-1.09106,1.674256,0.08780626,-0.9133897,1.574165,0.418906,-0.7526907,1.065648,0.1370695,2.845588,35.53254,1.539838,2.846,35.533,1.54,308.9178,32.06894,7.220028,-51.082,32.069,7.22,12.12606,51.07758,337.1269,12.126,51.078,-22.873,0.560391,497.0149,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.83991,5.325019,-1.092253,1.674233,0.08787613,-0.915169,1.574356,0.4191284,-0.7546219,1.0652,0.1388378,2.903674,35.38232,1.555816,2.904,35.382,1.556,308.9222,32.12726,7.069841,-51.078,32.127,7.07,12.21468,50.70849,337.1418,12.215,50.708,-22.858,0.5602243,496.9346,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,10.9657,5.326373,-1.092948,1.674319,0.08889543,-0.916135,1.574692,0.4206414,-0.7553041,1.06544,0.1401185,2.939564,35.3092,1.534785,2.94,35.309,1.535,308.9486,31.96673,7.193505,-51.051,31.967,7.194,12.28206,50.55508,337.1916,12.282,50.555,-22.808,0.5600578,496.8544,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,11.08859,5.327407,-1.09332,1.673991,0.08909275,-0.9164929,1.574504,0.4205908,-0.7560655,1.065201,0.1406579,3.025456,35.26205,1.706801,3.025,35.262,1.707,308.9934,31.9773,7.183823,-51.007,31.977,7.184,12.32343,50.39069,337.1423,12.323,50.391,-22.858,0.5598915,496.7743,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,11.23299,5.328563,-1.092615,1.674073,0.08860917,-0.9157841,1.574556,0.4210632,-0.7553682,1.06488,0.1403718,2.935714,35.32578,1.581021,2.936,35.326,1.581,309.0965,32.04638,7.219037,-50.903,32.046,7.219,12.47706,50.49403,337.0646,12.477,50.494,-22.935,0.5596974,496.6808,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,11.35992,5.329741,-1.091921,1.67417,0.08842555,-0.9154414,1.573788,0.4214826,-0.7548093,1.064619,0.1392124,2.941791,35.49039,1.56,2.942,35.49,1.56,309.2178,31.94566,7.193017,-50.782,31.946,7.193,12.48383,50.62776,337.0405,12.484,50.628,-22.96,0.5595312,496.6007,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,11.49393,5.330499,-1.091775,1.674118,0.08821291,-0.9145989,1.573289,0.4206882,-0.7535951,1.064657,0.1379219,2.957321,35.64621,1.623498,2.957,35.646,1.623,309.243,32.21595,7.038442,-50.757,32.216,7.038,12.44144,50.8407,337.0516,12.441,50.841,-22.948,0.5593653,496.5208,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,11.63379,5.33144,-1.092038,1.674195,0.08881631,-0.9139107,1.572447,0.4205968,-0.7534041,1.064586,0.1378536,2.980056,35.40189,1.748618,2.98,35.402,1.749,309.4727,32.32555,6.888501,-50.527,32.326,6.889,12.43711,50.84815,337.0525,12.437,50.848,-22.947,0.5592026,496.4425,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,11.76322,5.332099,-1.092116,1.673942,0.08883505,-0.9145468,1.571485,0.4216774,-0.7535005,1.064468,0.1378407,3.065675,35.38379,1.874123,3.066,35.384,1.874,309.7078,32.01704,6.94166,-50.292,32.017,6.942,12.45723,50.76949,337.029,12.457,50.769,-22.971,0.5590863,496.3865,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,11.89976,5.3329,-1.092706,1.674184,0.08867939,-0.9158606,1.571338,0.4225363,-0.7534912,1.064572,0.1376152,2.992283,35.37135,1.762416,2.992,35.371,1.762,309.7701,31.74754,7.254855,-50.23,31.748,7.255,12.47829,50.8446,337.0412,12.478,50.845,-22.959,0.5589712,496.331,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.02482,5.33404,-1.093495,1.673818,0.08854833,-0.9168866,1.571067,0.4228156,-0.7532148,1.064733,0.1373657,2.981707,35.36476,1.895725,2.982,35.365,1.896,309.7968,31.54317,7.390926,-50.203,31.543,7.391,12.38566,50.83179,337.0378,12.386,50.832,-22.962,0.5588639,496.2794,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.14213,5.334951,-1.094213,1.673892,0.08842702,-0.9177757,1.571381,0.4230338,-0.7531986,1.064874,0.1373243,2.952534,35.21724,1.945066,2.953,35.217,1.945,309.8252,31.35116,7.526802,-50.175,31.351,7.527,12.405,50.81844,337.1112,12.405,50.818,-22.889,0.5587767,496.2374,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.2757,5.335724,-1.09465,1.673945,0.08816557,-0.9186938,1.571499,0.4234049,-0.7528681,1.065262,0.1370713,2.939532,35.15392,2.069414,2.94,35.154,2.069,309.8135,31.21337,7.62396,-50.186,31.213,7.624001,12.35924,50.83948,337.1031,12.359,50.839,-22.897,0.5586569,496.1796,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.40956,5.336739,-1.094115,1.674038,0.08791507,-0.9189028,1.570839,0.4238472,-0.7527941,1.06468,0.1370978,2.913666,35.07309,1.894103,2.914,35.073,1.894,309.8852,31.09074,7.71842,-50.115,31.091,7.718,12.42087,50.75514,337.0355,12.421,50.755,-22.964,0.5585556,496.1309,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.54375,5.337911,-1.093701,1.673933,0.08697547,-0.9191126,1.57023,0.4240289,-0.7524334,1.064878,0.1364797,3.010626,35.16663,1.975718,3.011,35.167,1.976,309.967,30.85952,7.889469,-50.033,30.86,7.889,12.35831,50.75364,337.0129,12.358,50.754,-22.987,0.5584555,496.0826,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.67878,5.339057,-1.0933,1.673995,0.0861726,-0.9184493,1.569885,0.423445,-0.7513465,1.064592,0.1355058,2.927895,35.07532,2.024987,2.928,35.075,2.025,310.0054,30.99527,7.767196,-49.995,30.995,7.767,12.44171,50.91791,336.9937,12.442,50.918,-23.006,0.558356,496.0347,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.81169,5.340182,-1.092602,1.673996,0.08592609,-0.9175448,1.569646,0.4232072,-0.7509308,1.064513,0.1349328,2.931507,35.08151,2.075845,2.932,35.082,2.076,310.1613,30.96368,7.690592,-49.839,30.964,7.691,12.37369,50.85598,336.9952,12.374,50.856,-23.005,0.5582569,495.987,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,12.93352,5.341063,-1.092339,1.673795,0.08534397,-0.9172128,1.569577,0.4227543,-0.7502891,1.064318,0.1341575,2.951893,35.13776,2.077134,2.952,35.138,2.077,310.2039,30.97166,7.616901,-49.796,30.972,7.617001,12.40408,50.91055,337.0482,12.404,50.911,-22.952,0.5581582,495.9395,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.0591,5.341878,-1.092481,1.67369,0.08508842,-0.9165857,1.569335,0.422851,-0.7500407,1.064193,0.1340456,2.948711,35.02074,2.105844,2.949,35.021,2.106,310.3276,31.01531,7.443083,-49.672,31.015,7.443,12.39378,50.88842,336.9987,12.394,50.888,-23.001,0.5580596,495.8919,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.17985,5.342654,-1.092598,1.673696,0.08505577,-0.9170131,1.56998,0.4230294,-0.7503396,1.064484,0.134321,2.941848,35.02771,2.122483,2.942,35.028,2.122,310.3188,31.01966,7.425974,-49.681,31.02,7.426,12.34079,50.82646,337.0043,12.341,50.826,-22.996,0.5579776,495.8524,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.30046,5.343941,-1.093145,1.673444,0.08450028,-0.917458,1.56952,0.4228241,-0.7506021,1.064563,0.1344454,2.944344,35.09989,2.048317,2.944,35.1,2.048,310.342,30.98732,7.406733,-49.658,30.987,7.407001,12.34749,50.80375,337.0121,12.348,50.804,-22.988,0.5578793,495.8051,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.42614,5.345614,-1.094563,1.673682,0.08445471,-0.9179514,1.569613,0.4228892,-0.7521016,1.064992,0.1353774,2.96598,34.98614,1.955229,2.966,34.986,1.955,310.3738,31.13356,7.245503,-49.626,31.134,7.246,12.34809,50.62706,337.0614,12.348,50.627,-22.939,0.5577809,495.7577,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.55987,5.347094,-1.095482,1.673167,0.08509855,-0.9187035,1.568853,0.4234495,-0.7538805,1.064691,0.1367059,3.083052,34.89521,1.946843,3.083,34.895,1.947,310.3348,31.3303,7.045791,-49.665,31.33,7.046,12.40556,50.37873,337.0542,12.406,50.379,-22.946,0.5576826,495.7104,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.69615,5.34855,-1.096178,1.672851,0.08620929,-0.9191,1.568102,0.4245671,-0.7550126,1.064784,0.1383262,3.296261,34.86507,1.917945,3.296,34.865,1.918,310.4119,31.51143,6.833301,-49.588,31.511,6.833,12.46234,50.20789,337.1301,12.462,50.208,-22.87,0.5575842,495.663,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.82799,5.349931,-1.096622,1.672984,0.08729482,-0.9196368,1.568159,0.4253697,-0.7567325,1.064255,0.1405015,3.361617,34.61632,1.948942,3.362,34.616,1.949,310.4484,31.59729,6.701398,-49.552,31.597,6.701,12.59977,49.86312,337.1393,12.6,49.863,-22.861,0.5574859,495.6156,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,13.94866,5.351254,-1.096244,1.672698,0.08824352,-0.9191501,1.568218,0.425814,-0.7575591,1.063726,0.1420012,3.541699,34.58156,1.871978,3.542,34.582,1.872,310.4887,31.73208,6.52775,-49.511,31.732,6.528,12.70988,49.65526,337.1811,12.71,49.655,-22.819,0.5573875,495.5682,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,14.0757,5.352669,-1.096022,1.672698,0.0895444,-0.9183034,1.567885,0.4269526,-0.7585604,1.06343,0.1434975,3.690073,34.70649,1.675796,3.69,34.707,1.676,310.5735,32.08514,6.289679,-49.426,32.085,6.29,12.89119,49.59581,337.1495,12.891,49.596,-22.851,0.5572892,495.5209,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,14.2081,5.353439,-1.095965,1.67262,0.08994379,-0.9172242,1.567756,0.426965,-0.7588032,1.063364,0.1443567,3.653139,34.98326,1.67478,3.653,34.983,1.675,310.557,32.40688,6.041925,-49.443,32.407,6.042,12.84598,49.58131,337.121,12.846,49.581,-22.879,0.5571908,495.4735,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,14.3412,5.354645,-1.096181,1.672731,0.09086972,-0.9169285,1.567836,0.4274011,-0.758451,1.063766,0.1447258,3.590362,35.11073,1.704014,3.59,35.111,1.704,310.6137,32.47865,6.065675,-49.386,32.479,6.066,12.8332,49.7125,337.1809,12.833,49.712,-22.819,0.5570761,495.4182,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,14.47815,5.355928,-1.096271,1.672691,0.0920295,-0.9172869,1.567013,0.4289916,-0.7585919,1.063464,0.1453989,3.612688,34.84359,1.817134,3.613,34.844,1.817,310.7784,32.34031,6.076324,-49.222,32.34,6.076,12.88687,49.59203,337.1425,12.887,49.592,-22.858,0.5569777,495.3708,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,14.61143,5.356719,-1.095974,1.67252,0.09217575,-0.917907,1.565893,0.430258,-0.7584753,1.063082,0.1456802,3.730305,34.77907,1.885045,3.73,34.779,1.885,310.8353,32.16677,6.086685,-49.165,32.167,6.087,12.98136,49.51321,337.1746,12.981,49.513,-22.825,0.5568794,495.3235,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,14.74406,5.357982,-1.095612,1.672426,0.09114115,-0.9183273,1.565029,0.4301156,-0.7579088,1.06279,0.1449435,3.646452,34.73415,1.87318,3.646,34.734,1.873,310.8622,32.11046,6.03371,-49.138,32.11,6.034,12.97934,49.52512,337.143,12.979,49.525,-22.857,0.5567811,495.2761,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,14.86585,5.358998,-1.095543,1.672619,0.09029714,-0.918409,1.565315,0.4297147,-0.757391,1.063105,0.1445215,3.578638,34.74987,1.872882,3.579,34.75,1.873,310.8113,32.03085,6.010476,-49.189,32.031,6.01,12.84783,49.50557,337.0821,12.848,49.506,-22.918,0.5566825,495.2286,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,15.00206,5.360909,-1.095606,1.672708,0.08848441,-0.918009,1.565073,0.4284384,-0.7564613,1.06349,0.1433181,3.429591,34.88264,1.911021,3.43,34.883,1.911,310.7926,32.06324,5.989912,-49.207,32.063,5.99,12.74255,49.60675,337.0034,12.743,49.607,-22.997,0.5565838,495.1811,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,15.12533,5.363656,-1.096278,1.673022,0.08595402,-0.9176823,1.565197,0.4260677,-0.7556757,1.063741,0.1412387,3.110963,34.92508,1.783456,3.111,34.925,1.783,310.7834,32.21146,5.955591,-49.217,32.211,5.956,12.60648,49.82436,336.9482,12.606,49.824,-23.052,0.5565014,495.1414,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
Andi,Reflective,Intro,Standup,15.25638,5.365003,-1.096555,1.672895,0.08476351,-0.9179114,1.564787,0.4258447,-0.7555293,1.063802,0.1398383,3.106123,35.04898,1.896102,3.106,35.049,1.896,310.9112,32.13144,6.083066,-49.089,32.131,6.083,12.60096,49.90529,336.963,12.601,49.905,-23.037,0.5564012,495.0931,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
