userName,ExperimentState,ReflectionPhasePart,condition,elapsedTime,distanceTraveled,headsetPosX,headsetPosY,headsetPosZ,ControllerLeftPosX,ControllerLeftPosY,ControllerLeftPosZ,ControllerRightPosX,ControllerRightPosY,ControllerRightPosZ,headsetRotEulerX,headsetRotEulerY,headsetRotEulerZ,headsetRotInspectorX,headsetRotInspectorY,headsetRotInspectorZ,controllerLeftRotEulerX,controllerLeftRotEulerY,controllerLeftRotEulerZ,controllerLeftRotInspectorX,controllerLeftRotInspectorY,controllerLefttRotInspectorZ,controllerRightRotEulerX,controllerRightRotEulerY,controllerRightRotEulerZ,controllerRightRotInspectorX,controllerRightRotInspectorY,controllerRighttRotInspectorZ,rawSliderValue,convertedSliderValue,isKidneyVisible,ToggleHead,ToggleRight,ToggleLeft,ToggleTissue,TaskVisible1,TaskVisible2,TaskVisible3,TaskVisible4,TaskVisible5,TaskVisible6,TaskVisible7,TaskVisible8,TaskVisible9,TaskVisible10,TaskVisible11,TaskVisible12,TaskVisible13,TaskVisible14,
Andi,Reflective,Intro,Standup,8.436106,9.59985,-0.6120893,1.228775,-0.1472378,-0.36736,0.95322,0.08134592,-0.2814108,0.9946684,-0.02762938,6.828337,80.64687,351.0698,6.828001,80.647,-8.93,329.8427,47.30318,11.65677,-30.157,47.303,11.657,326.7181,97.06287,351.8065,-33.282,97.063,-8.193001,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,8.547094,9.616091,-0.5969387,1.233018,-0.1436521,-0.3461049,0.933728,0.08879876,-0.2667471,0.9931162,-0.03176093,7.522671,84.10453,351.4878,7.523,84.105,-8.512,338.721,46.20662,22.69353,-21.279,46.207,22.694,327.4616,98.13875,0.09484138,-32.538,98.13901,0.09500001,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,8.658639,9.637354,-0.5779362,1.241509,-0.1401236,-0.3297883,0.9189906,0.08571601,-0.2589407,0.9915826,-0.02987957,6.32352,87.44463,351.8847,6.324,87.44501,-8.115001,343.4074,48.36312,24.46236,-16.593,48.363,24.462,326.0364,95.69655,0.2260188,-33.964,95.69701,0.226,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,8.772123,9.660087,-0.5605067,1.242203,-0.1526568,-0.3112562,0.9150492,0.07905316,-0.2402974,0.9817257,-0.04447627,8.32541,91.91647,351.0269,8.325001,91.91601,-8.973001,343.7286,49.64255,23.37086,-16.271,49.643,23.371,328.3713,98.66805,356.5615,-31.629,98.66801,-3.439,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,8.88483,9.689155,-0.5559787,1.239076,-0.1806534,-0.2888665,0.9163333,0.0593102,-0.2196112,0.9734761,-0.07112646,10.78251,102.5067,349.7731,10.783,102.507,-10.227,342.7784,52.79203,22.12493,-17.222,52.792,22.125,332.0849,102.7128,354.4101,-27.915,102.713,-5.59,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,8.996819,9.715107,-0.5607585,1.242601,-0.2052156,-0.2680816,0.9172918,0.02974832,-0.2099032,0.9782915,-0.1038098,6.902382,109.7661,352.2893,6.902,109.766,-7.711,342.9007,57.21508,22.74337,-17.099,57.215,22.743,331.0779,106.7706,354.2984,-28.922,106.771,-5.702,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.118964,9.773258,-0.5660913,1.284597,-0.2437635,-0.2488692,0.9229403,-0.01380467,-0.2045249,0.983844,-0.1526735,350.4674,121.0363,351.41,-9.533,121.036,-8.59,342.5678,63.08424,23.91527,-17.432,63.084,23.915,331.078,112.8511,355.2241,-28.922,112.851,-4.776,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.239154,9.857285,-0.5995015,1.34512,-0.2893407,-0.2366625,0.9277419,-0.06690693,-0.2082937,0.9914723,-0.2081418,341.6051,139.0922,340.446,-18.395,139.092,-19.554,342.6048,69.89647,25.44041,-17.395,69.896,25.44,330.7496,119.2189,356.9373,-29.25,119.219,-3.063,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.350959,9.924635,-0.6485685,1.372939,-0.3257659,-0.2302122,0.9277047,-0.1213028,-0.2199015,0.9971584,-0.2608521,343.1638,150.0028,330.0846,-16.836,150.003,-29.915,343.5537,77.13206,27.34121,-16.446,77.132,27.341,329.7013,125.6287,358.9679,-30.299,125.629,-1.032,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.462718,9.997963,-0.697557,1.38505,-0.3787842,-0.228352,0.9260289,-0.1809833,-0.2371305,0.9988018,-0.3146625,346.1182,157.4484,319.6628,-13.882,157.448,-40.337,343.9565,86.05959,28.22623,-16.044,86.06001,28.226,329.0417,132.5539,0.942203,-30.958,132.554,0.942,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.576261,10.09117,-0.7504997,1.385965,-0.454645,-0.2338442,0.9229439,-0.2456009,-0.2660517,0.9929383,-0.3763413,357.6699,157.953,309.9694,-2.33,157.953,-50.031,342.4984,95.90183,27.40674,-17.502,95.90201,27.407,328.8253,143.3049,358.8139,-31.175,143.305,-1.186,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.689516,10.18444,-0.7917447,1.35811,-0.5333459,-0.248572,0.9116551,-0.3145106,-0.3030944,0.9780335,-0.4381721,8.199719,154.5464,301.4659,8.200001,154.546,-58.534,342.6149,106.6258,26.0534,-17.385,106.626,26.053,330.5728,154.3438,358.1864,-29.427,154.344,-1.814,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.800842,10.28165,-0.8261614,1.31104,-0.6109266,-0.272236,0.8958481,-0.3876173,-0.3439212,0.9647719,-0.4979479,11.61928,142.6018,293.0138,11.619,142.602,-66.986,345.0077,117.0696,26.54068,-14.992,117.07,26.541,332.0585,163.421,1.495899,-27.942,163.421,1.496,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,9.912849,10.37219,-0.843606,1.261083,-0.6842092,-0.3009468,0.8831129,-0.4606221,-0.3869629,0.9542157,-0.556617,14.06158,135.9104,284.4312,14.062,135.91,-75.569,346.9099,126.4232,27.13326,-13.09,126.423,27.133,332.8182,171.8644,3.24685,-27.182,171.864,3.247,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.03359,10.4586,-0.8451775,1.212113,-0.7553015,-0.3285047,0.8717271,-0.5362864,-0.4268469,0.9426133,-0.6175308,19.02989,133.153,279.7573,19.03,133.153,-80.243,347.9324,135.137,27.45104,-12.068,135.137,27.451,333.4902,180.0729,3.621451,-26.51,-179.927,3.621,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.14621,10.51442,-0.843573,1.185835,-0.8044261,-0.3486803,0.8689501,-0.5915182,-0.4554033,0.9390195,-0.6627891,26.3161,133.7669,277.0475,26.316,133.767,-82.952,347.7392,140.2545,27.66245,-12.261,140.254,27.662,333.8159,185.7231,3.412334,-26.184,-174.277,3.412,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.26742,10.54342,-0.8563979,1.173481,-0.8228341,-0.3680693,0.8724972,-0.6355257,-0.4788845,0.9437011,-0.695621,32.82291,138.1239,277.9454,32.823,138.124,-82.055,345.8412,144.3527,27.58179,-14.159,144.353,27.582,331.7982,190.0582,1.445107,-28.202,-169.942,1.445,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.37876,10.5807,-0.8887924,1.17798,-0.8059648,-0.3849994,0.8777127,-0.6685407,-0.4982772,0.9476776,-0.7199442,35.51545,144.8925,280.3932,35.515,144.893,-79.607,345.0609,148.5858,27.62617,-14.939,148.586,27.626,332.0411,194.4877,1.628368,-27.959,-165.512,1.628,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.49069,10.64906,-0.937763,1.193397,-0.7609556,-0.4082911,0.8927324,-0.696445,-0.5269693,0.9579908,-0.7347856,35.97716,156.4581,282.9409,35.977,156.458,-77.05901,342.5303,154.1778,26.5104,-17.47,154.178,26.51,332.0015,200.7908,359.2945,-27.999,-159.209,-0.705,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.60318,10.73894,-0.9953321,1.212903,-0.6948745,-0.4480913,0.9167609,-0.7195318,-0.572533,0.9815879,-0.7338984,38.45319,181.1021,290.7273,141.547,1.10199,110.727,338.6799,162.2528,27.1223,-21.32,162.253,27.122,328.8622,210.3707,355.9283,-31.138,-149.629,-4.072,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.71599,10.82749,-1.051689,1.209923,-0.6282132,-0.5177444,0.942718,-0.7354631,-0.6366185,1.009168,-0.7167413,35.70329,221.1774,311.2202,35.703,-138.823,-48.78,335.3593,174.4884,26.23362,-24.641,174.488,26.234,325.2385,223.2677,350.857,-34.762,-136.732,-9.143001,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.82804,10.92726,-1.124593,1.159293,-0.5845973,-0.6139395,0.9623631,-0.7390797,-0.7243427,1.024005,-0.6887646,32.83529,260.2106,333.0751,32.835,-99.789,-26.925,335.7473,189.1583,24.60153,-24.253,-170.842,24.602,327.8409,238.9262,349.3159,-32.159,-121.074,-10.684,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,10.93993,11.04347,-1.20543,1.087059,-0.5436276,-0.7266684,0.957127,-0.7367904,-0.8350698,1.025297,-0.6658251,42.39842,280.6964,342.7199,42.398,-79.304,-17.28,341.984,201.0302,27.97617,-18.016,-158.97,27.976,330.1982,248.3086,358.0476,-29.802,-111.691,-1.952,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.05132,11.16762,-1.280095,0.9900964,-0.5262188,-0.8462517,0.9290258,-0.7323303,-0.9388868,1.014142,-0.6618721,45.84613,296.0476,351.4791,45.846,-63.952,-8.521001,350.8664,210.6621,32.48726,-9.134001,-149.338,32.487,330.9827,250.6311,10.21781,-29.017,-109.369,10.218,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.16287,11.30178,-1.347833,0.8751336,-0.5369793,-0.9744194,0.9018447,-0.7373941,-1.060795,0.9755054,-0.6623986,40.31413,315.0312,7.88168,40.314,-44.969,7.882,352.991,215.4449,27.26187,-7.009,-144.555,27.262,336.4047,254.1789,6.990462,-23.595,-105.821,6.99,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.27496,11.47757,-1.415326,0.7457355,-0.5386282,-1.095735,0.8689326,-0.7618895,-1.186686,0.9342119,-0.6754353,32.56559,322.4776,16.20696,32.566,-37.522,16.207,354.1125,217.059,23.60191,-5.888,-142.941,23.602,340.5222,259.4338,3.914708,-19.478,-100.566,3.915,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.39729,11.5997,-1.462382,0.6766863,-0.608487,-1.227291,0.8247993,-0.8008921,-1.323138,0.8834832,-0.729171,17.575,324.7133,20.38005,17.575,-35.287,20.38,357.3438,215.0486,18.98987,-2.656,-144.951,18.99,344.5387,253.5138,2.562619,-15.461,-106.486,2.563,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.50895,11.74093,-1.480067,0.6378293,-0.6180866,-1.344904,0.7923425,-0.8340933,-1.446982,0.8277472,-0.7572758,0.350504,321.4274,18.23997,0.351,-38.573,18.24,352.2365,214.4568,8.087523,-7.763,-145.543,8.088,345.9149,254.5942,347.0884,-14.085,-105.406,-12.912,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.62975,11.8545,-1.572243,0.5934671,-0.6463686,-1.446115,0.7471331,-0.8628969,-1.551407,0.7561647,-0.7785909,349.1967,308.1727,21.34955,-10.803,-51.827,21.35,351.2822,217.537,1.651506,-8.718,-142.463,1.652,353.8845,258.8593,344.3611,-6.116,-101.141,-15.639,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.74175,11.90732,-1.599751,0.581574,-0.6480947,-1.499575,0.7182058,-0.8763888,-1.602801,0.7164739,-0.7804315,358.9257,296.3755,7.23035,-1.074,-63.625,7.23,346.4803,220.7645,355.8543,-13.52,-139.236,-4.146,352.6079,264.8748,333.5833,-7.392,-95.12501,-26.417,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.85383,12.01655,-1.58737,0.5791276,-0.6419823,-1.537127,0.6889219,-0.8867743,-1.638276,0.6832336,-0.7899637,358.9124,295.324,0.8738991,-1.088,-64.676,0.874,345.8119,221.6558,354.539,-14.188,-138.344,-5.461,352.8162,265.6272,332.3475,-7.184,-94.373,-27.652,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,11.96729,12.03241,-1.590391,0.5805976,-0.6424321,-1.560138,0.6537964,-0.8915832,-1.662323,0.639655,-0.7997029,359.8563,295.3107,0.4911434,-0.144,-64.689,0.491,343.6172,222.0268,350.0312,-16.383,-137.973,-9.969001,352.364,265.024,323.7935,-7.636,-94.97601,-36.207,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.0792,12.04219,-1.586015,0.5829335,-0.6375413,-1.572438,0.6344345,-0.8840668,-1.67237,0.5942374,-0.7941272,359.8639,295.4813,0.8582442,-0.136,-64.519,0.858,341.0804,225.9144,343.8094,-18.92,-134.086,-16.191,358.4631,266.7009,318.0475,-1.537,-93.299,-41.953,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.19095,12.0568,-1.584442,0.5815842,-0.6381925,-1.580043,0.6295943,-0.882267,-1.676382,0.6038382,-0.7844927,359.2733,295.7841,0.441565,-0.7270001,-64.216,0.442,340.9134,227.4279,341.3796,-19.087,-132.572,-18.62,352.6996,269.9397,311.2729,-7.3,-90.06001,-48.727,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.31288,12.07123,-1.585363,0.5805039,-0.6419342,-1.589113,0.6217033,-0.8795145,-1.676804,0.6026235,-0.7881482,359.4959,295.843,0.8100547,-0.504,-64.15701,0.8100001,342.8757,230.8676,334.302,-17.124,-129.132,-25.698,349.93,270.1021,312.6472,-10.07,-89.898,-47.353,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.42475,12.07806,-1.585547,0.5795344,-0.6435384,-1.596334,0.6099747,-0.8698378,-1.675257,0.5993911,-0.8062799,359.5052,295.9409,0.8649178,-0.495,-64.05901,0.8650001,345.1321,235.739,325.0235,-14.868,-124.261,-34.977,349.4818,263.4619,327.8874,-10.518,-96.538,-32.113,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.53647,12.08369,-1.585051,0.5798935,-0.6427976,-1.60465,0.5941045,-0.8569353,-1.673951,0.5993416,-0.8028457,359.4484,296.023,0.9203681,-0.552,-63.977,0.92,351.4657,242.3264,326.6596,-8.534,-117.674,-33.34,346.9619,262.1208,327.1727,-13.038,-97.87901,-32.827,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.65868,12.09032,-1.585649,0.5800045,-0.6445119,-1.606137,0.5953656,-0.8538277,-1.676285,0.600243,-0.8063042,359.5597,296.1772,1.347826,-0.44,-63.823,1.348,351.1281,243.5554,328.3911,-8.872001,-116.445,-31.609,344.8851,264.1547,329.2509,-15.115,-95.845,-30.749,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.7705,12.10206,-1.583415,0.5851811,-0.6375312,-1.608545,0.5932802,-0.8547709,-1.679724,0.5977399,-0.8056111,359.3358,296.045,2.436334,-0.664,-63.955,2.436,349.8623,243.2711,330.6986,-10.138,-116.729,-29.301,342.9292,263.9508,334.7018,-17.071,-96.049,-25.298,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.88191,12.10858,-1.584397,0.5839744,-0.6400669,-1.608318,0.5923386,-0.8541615,-1.677098,0.5991114,-0.8102844,359.401,296.005,2.348926,-0.599,-63.995,2.349,349.6165,243.5305,331.264,-10.384,-116.47,-28.736,342.6141,263.5957,335.3726,-17.386,-96.40401,-24.627,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,12.99378,12.11425,-1.585783,0.583452,-0.6422624,-1.608069,0.591162,-0.8546488,-1.677347,0.5975238,-0.8137138,359.4616,296.0831,2.688661,-0.538,-63.917,2.689,349.7444,243.4612,331.3487,-10.256,-116.539,-28.651,342.8217,263.5162,335.5565,-17.178,-96.484,-24.443,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.10584,12.11867,-1.585974,0.5829879,-0.6436981,-1.607898,0.5917201,-0.8543019,-1.677912,0.5982044,-0.8140743,359.3121,296.1457,2.962787,-0.688,-63.854,2.963,349.6825,243.4363,331.3456,-10.318,-116.564,-28.654,342.8328,263.5507,335.432,-17.167,-96.44901,-24.568,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.22769,12.1247,-1.586266,0.5822889,-0.6448451,-1.607552,0.5909595,-0.8549511,-1.677735,0.5972767,-0.8139369,359.1931,296.2385,3.101677,-0.807,-63.761,3.102,349.7212,243.4054,331.4502,-10.279,-116.595,-28.55,342.867,263.5388,335.4584,-17.133,-96.46101,-24.542,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.33997,12.12981,-1.586672,0.5820968,-0.6454174,-1.608113,0.5916533,-0.854434,-1.677806,0.597618,-0.8130891,359.2634,296.3015,3.150874,-0.737,-63.699,3.151,349.7496,243.4074,331.4038,-10.25,-116.593,-28.596,342.9236,263.6623,335.2662,-17.076,-96.33801,-24.734,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.4625,12.13302,-1.586893,0.5812706,-0.6469736,-1.607655,0.5912178,-0.8545313,-1.677242,0.5969342,-0.8128192,359.204,296.378,3.295133,-0.7960001,-63.622,3.295,349.7433,243.4035,331.4341,-10.257,-116.596,-28.566,342.9415,263.7776,335.1662,-17.058,-96.22201,-24.834,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.57517,12.13635,-1.587463,0.5807288,-0.6484199,-1.607845,0.591588,-0.8545067,-1.677521,0.5976285,-0.8128221,359.1799,296.4201,3.35991,-0.8200001,-63.58,3.36,349.7534,243.3852,331.4645,-10.247,-116.615,-28.536,342.9724,263.8647,335.1197,-17.028,-96.135,-24.88,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.68669,12.13868,-1.587997,0.5795552,-0.649855,-1.607791,0.5911931,-0.8547528,-1.677757,0.5969416,-0.8133314,359.139,296.4705,3.42328,-0.8610001,-63.529,3.423,349.7525,243.3796,331.4926,-10.247,-116.62,-28.507,342.9812,263.8749,335.1212,-17.019,-96.12501,-24.879,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.79824,12.14205,-1.5888,0.5789931,-0.6516289,-1.607876,0.591526,-0.8545065,-1.677549,0.5972031,-0.812886,359.1252,296.5047,3.483985,-0.8750001,-63.495,3.484,349.7495,243.375,331.4964,-10.25,-116.625,-28.504,342.971,263.8935,335.0711,-17.029,-96.106,-24.929,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,13.91002,12.14629,-1.589531,0.5777164,-0.6538668,-1.607764,0.5914172,-0.8546233,-1.677529,0.5972158,-0.8128297,359.1008,296.5227,3.537418,-0.899,-63.477,3.537,349.7437,243.3691,331.515,-10.256,-116.631,-28.485,342.9822,263.9652,335.0498,-17.018,-96.035,-24.95,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,14.02214,12.15215,-1.589707,0.5773635,-0.6544982,-1.607464,0.5914762,-0.8547475,-1.677257,0.5973368,-0.8127797,359.111,296.5728,3.604908,-0.8890001,-63.427,3.605,349.739,243.36,331.5323,-10.261,-116.64,-28.468,342.9939,264.0234,335.0502,-17.006,-95.97701,-24.95,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,14.13344,12.16641,-1.592424,0.5741214,-0.6623915,-1.607923,0.5915958,-0.8549221,-1.677563,0.5975037,-0.8129609,359.0876,296.5913,3.666026,-0.9120001,-63.409,3.666,349.765,243.3595,331.5371,-10.235,-116.641,-28.463,343.0135,264.0879,335.0518,-16.986,-95.912,-24.948,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,14.2548,12.17118,-1.591991,0.5722148,-0.6637868,-1.607615,0.5911314,-0.854912,-1.677251,0.5969431,-0.8128655,359.0584,296.6203,3.681435,-0.942,-63.38,3.681,349.7542,243.3453,331.5552,-10.246,-116.655,-28.445,342.991,264.1444,335.0596,-17.009,-95.856,-24.94,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,14.36635,12.17605,-1.59017,0.5734,-0.6620384,-1.607648,0.5915951,-0.8545666,-1.677263,0.5974373,-0.8126013,359.0504,296.6294,3.643115,-0.95,-63.371,3.643,349.7613,243.3382,331.5553,-10.239,-116.662,-28.445,343.0015,264.2053,335.0653,-16.998,-95.79501,-24.935,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,14.47835,12.17794,-1.589764,0.5731667,-0.6617299,-1.607622,0.5912937,-0.8548014,-1.677116,0.5972095,-0.8127639,359.0577,296.6331,3.676451,-0.942,-63.367,3.676,349.7615,243.3373,331.5704,-10.239,-116.663,-28.43,342.9918,264.2488,335.068,-17.008,-95.75101,-24.932,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,14.58968,12.17973,-1.589232,0.5733378,-0.6612663,-1.607631,0.591502,-0.8546898,-1.677003,0.5974691,-0.8126523,359.0548,296.6429,3.714296,-0.9450001,-63.357,3.714,349.7718,243.3363,331.5698,-10.228,-116.664,-28.43,342.9991,264.2995,335.0745,-17.001,-95.701,-24.925,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Andi,Reflective,Intro,Standup,14.70183,12.181,-1.58908,0.5735008,-0.6610754,-1.607455,0.591447,-0.8548977,-1.676757,0.5973699,-0.8128383,359.0522,296.6461,3.741414,-0.9480001,-63.354,3.741,349.7622,243.3199,331.5934,-10.238,-116.68,-28.407,342.9854,264.336,335.0785,-17.015,-95.664,-24.922,1,708.7605,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
