userName,ExperimentState,ReflectionPhasePart,condition,elapsedTime,distanceTraveled,headsetPosX,headsetPosY,headsetPosZ,ControllerLeftPosX,ControllerLeftPosY,ControllerLeftPosZ,ControllerRightPosX,ControllerRightPosY,ControllerRightPosZ,headsetRotEulerX,headsetRotEulerY,headsetRotEulerZ,headsetRotInspectorX,headsetRotInspectorY,headsetRotInspectorZ,controllerLeftRotEulerX,controllerLeftRotEulerY,controllerLeftRotEulerZ,controllerLeftRotInspectorX,controllerLeftRotInspectorY,controllerLefttRotInspectorZ,controllerRightRotEulerX,controllerRightRotEulerY,controllerRightRotEulerZ,controllerRightRotInspectorX,controllerRightRotInspectorY,controllerRighttRotInspectorZ,rawSliderValue,convertedSliderValue,isKidneyVisible,ToggleHead,ToggleRight,ToggleLeft,ToggleTissue,TaskVisible1,TaskVisible2,TaskVisible3,TaskVisible4,TaskVisible5,TaskVisible6,TaskVisible7,TaskVisible8,TaskVisible9,TaskVisible10,TaskVisible11,TaskVisible12,TaskVisible13,TaskVisible14,buttonName,state
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,0.02,1.467742,-0.8667662,1.130242,-0.3543102,-0.7339069,0,-0.5846611,-0.7339069,0,-0.5846611,1.941425,76.57524,0.2028399,1.941,-14,0.203,0,90.575,0,0,0,0,0,90.575,0,0,0,0,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,0.408847,1.567856,-0.795707,1.140145,-0.4236175,-0.5353146,0.8614798,-0.2294979,-0.4995838,0.868849,-0.4472589,352.1494,48.94646,4.266749,-7.851,-41.629,4.267,308.08,70.22857,1.466448,-51.92,-20.346,1.466,306.4466,78.68078,331.6689,-53.553,-11.894,-28.331,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,0.533461,1.593011,-0.7987534,1.125892,-0.4200732,-0.5377634,0.8607919,-0.2352737,-0.5031995,0.8683407,-0.4425647,353.9006,60.74846,359.354,-6.099,-29.827,-0.646,306.9455,74.5254,357.8338,-53.055,-16.05,-2.166,305.4432,80.31108,331.1414,-54.557,-10.264,-28.859,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,0.8893325,1.644055,-0.7939835,1.125115,-0.3755344,-0.5442435,0.8617744,-0.2368765,-0.5015494,0.8609434,-0.4352954,342.4398,73.52613,357.1973,-17.56,-17.049,-2.803,305.8335,78.1494,1.069188,-54.167,-12.426,1.069,308.5666,78.43769,338.3125,-51.433,-12.137,-21.687,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,1.03177,1.664541,-0.7901701,1.135457,-0.3606871,-0.5479631,0.8631482,-0.2383901,-0.4991041,0.8590612,-0.4274403,342.0015,74.83328,357.2808,-17.999,-15.742,-2.719,304.2221,77.37008,1.494626,-55.778,-13.205,1.495,309.5137,75.18822,344.3997,-50.486,-15.387,-15.6,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,1.157521,1.681811,-0.8018985,1.128474,-0.3504417,-0.552699,0.863144,-0.2505955,-0.5051678,0.859245,-0.4240415,349.9561,75.4453,358.3212,-10.044,-15.13,-1.679,302.457,82.1419,355.6446,-57.543,-8.433001,-4.355,307.8127,71.13813,348.7065,-52.187,-19.437,-11.294,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,1.282304,1.699992,-0.8160602,1.129353,-0.3398487,-0.5504322,0.8636454,-0.2537438,-0.5059931,0.8606294,-0.4266935,354.2681,78.17462,356.0133,-5.732,-12.4,-3.987,301.7553,83.73651,355.3001,-58.245,-6.838,-4.7,306.7497,72.26909,347.774,-53.25,-18.306,-12.226,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,1.405964,1.723467,-0.833088,1.144224,-0.3355117,-0.5441209,0.8621298,-0.2482321,-0.5058507,0.8601943,-0.4296642,355.6418,81.91729,355.3245,-4.358,-8.658,-4.676,304.5772,82.61335,356.884,-55.423,-7.962,-3.116,305.8251,76.44546,348.8683,-54.175,-14.13,-11.132,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,1.540835,1.760447,-0.8675058,1.136569,-0.3414866,-0.5482317,0.8628921,-0.2548094,-0.5043879,0.8611776,-0.4397923,359.1538,82.22727,356.7059,-0.846,-8.348001,-3.294,302.1711,84.41658,351.9961,-57.829,-6.158,-8.004001,306.0263,84.18762,341.8422,-53.974,-6.387,-18.158,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_2fGLBSmDtaS5twp,Reflective,Main,Tabletop,1.664567,1.810223,-0.9098439,1.112071,-0.3505577,-0.561028,0.8668086,-0.2590052,-0.5158994,0.8610344,-0.4501166,5.924177,82.73911,357.6718,5.924,-7.836,-2.328,297.3174,83.19779,350.0655,-62.683,-7.377,-9.935,305.4714,91.10967,337.2819,-54.529,0.535,-22.718,1,484.5963,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
