userName,ExperimentState,ReflectionPhasePart,condition,elapsedTime,distanceTraveled,headsetPosX,headsetPosY,headsetPosZ,ControllerLeftPosX,ControllerLeftPosY,ControllerLeftPosZ,ControllerRightPosX,ControllerRightPosY,ControllerRightPosZ,headsetRotEulerX,headsetRotEulerY,headsetRotEulerZ,headsetRotInspectorX,headsetRotInspectorY,headsetRotInspectorZ,controllerLeftRotEulerX,controllerLeftRotEulerY,controllerLeftRotEulerZ,controllerLeftRotInspectorX,controllerLeftRotInspectorY,controllerLefttRotInspectorZ,controllerRightRotEulerX,controllerRightRotEulerY,controllerRightRotEulerZ,controllerRightRotInspectorX,controllerRightRotInspectorY,controllerRighttRotInspectorZ,rawSliderValue,convertedSliderValue,isKidneyVisible,ToggleHead,ToggleRight,ToggleLeft,ToggleTissue,TaskVisible1,TaskVisible2,TaskVisible3,TaskVisible4,TaskVisible5,TaskVisible6,TaskVisible7,TaskVisible8,TaskVisible9,TaskVisible10,TaskVisible11,TaskVisible12,TaskVisible13,TaskVisible14,buttonName,state
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,0.02,1.802482,-0.4576894,1.55981,0.7787519,-0.684,0,0.825,-0.684,0,0.825,352.0166,356.2428,359.9241,-7.983,80.29601,-0.07600001,0,275.947,0,0,0,0,0,275.947,0,0,0,0,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,0.4054347,1.89411,-0.3912573,1.566112,0.7198513,-0.6042294,1.185181,0.7505497,-0.5316843,1.148825,0.9052032,358.4792,291.5883,0.5771463,-1.521,15.641,0.577,326.3795,282.3093,17.48499,-33.621,6.362,17.485,329.3631,298.327,356.6971,-30.637,22.38,-3.303,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,0.719808,1.907248,-0.3804255,1.561943,0.7151734,-0.5963401,1.182936,0.7584195,-0.5261994,1.146695,0.9041914,358.2925,295.6652,0.6225443,-1.707,19.718,0.623,326.6124,284.386,16.74652,-33.388,8.439,16.747,329.3803,298.3236,357.4452,-30.62,22.377,-2.555,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,0.8383057,1.908224,-0.3796693,1.562133,0.7155845,-0.5948248,1.182764,0.7603202,-0.5240543,1.146395,0.9066285,358.1317,296.3744,0.719605,-1.868,20.427,0.72,326.4235,285.2386,16.33965,-33.577,9.292001,16.34,329.42,299.2934,357.2885,-30.58,23.346,-2.712,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,0.9519598,1.909969,-0.3782668,1.561475,0.7161578,-0.5937644,1.183389,0.7618262,-0.5219151,1.146495,0.9079348,358.1548,297.2451,0.7182745,-1.845,21.298,0.7180001,326.1983,285.7643,16.18425,-33.802,9.817,16.184,329.2626,299.8877,357.4668,-30.737,23.941,-2.533,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.072427,1.913242,-0.3755764,1.561145,0.7178211,-0.590763,1.183982,0.7661977,-0.5193453,1.146695,0.9103328,358.0065,298.7942,0.5866724,-1.993,22.847,0.587,325.9775,286.9467,15.91979,-34.023,11,15.92,329.2504,300.7105,357.0796,-30.75,24.763,-2.92,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.186347,1.91681,-0.3727027,1.56014,0.7196082,-0.587379,1.184989,0.7707945,-0.5156215,1.149421,0.9124153,358.1034,300.4279,0.4385164,-1.897,24.481,0.439,325.4042,288.323,15.48188,-34.596,12.376,15.482,328.5145,301.4528,357.0645,-31.486,25.506,-2.936,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.307672,1.920918,-0.3694937,1.557888,0.7205386,-0.5832095,1.185137,0.7767437,-0.5107579,1.149953,0.9158875,358.6009,302.3228,0.2105405,-1.399,26.376,0.211,325.0805,289.7988,15.53215,-34.919,13.852,15.532,328.2298,302.5411,357.3599,-31.77,26.594,-2.64,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.419707,1.92418,-0.3668848,1.556195,0.7197478,-0.5802306,1.185806,0.7823929,-0.5064491,1.1494,0.919642,358.9578,304.1837,0.2641743,-1.042,28.237,0.264,324.699,291.2791,15.43666,-35.301,15.332,15.437,328.2527,303.4844,358.0429,-31.747,27.537,-1.957,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.531579,1.929582,-0.3644944,1.551831,0.717838,-0.5768541,1.187506,0.7863677,-0.5036242,1.151171,0.9214425,1.230302,306.0401,0.2592856,1.23,30.093,0.259,324.1923,292.7738,15.35703,-35.808,16.827,15.357,327.5951,304.3611,358.7645,-32.405,28.414,-1.236,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.642632,1.934823,-0.3626884,1.547198,0.7165256,-0.5724665,1.189044,0.7895943,-0.4996395,1.154153,0.9229187,3.33067,307.957,0.2974651,3.331,32.01,0.297,323.595,293.9542,15.59086,-36.405,18.007,15.591,326.6246,304.6619,359.6216,-33.375,28.715,-0.378,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.755303,1.939159,-0.3617217,1.543273,0.7151066,-0.5694521,1.190405,0.7980273,-0.4998195,1.156999,0.9296027,5.059998,309.3667,0.1934021,5.06,33.42,0.193,322.9254,296.768,14.66787,-37.075,20.821,14.668,325.9948,305.2974,1.140197,-34.005,29.35,1.14,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.868511,1.943348,-0.3613668,1.539338,0.7141303,-0.5730008,1.196954,0.8136851,-0.508189,1.168424,0.9468733,6.722825,310.5935,0.3017157,6.723001,34.647,0.302,321.0308,300.9013,12.12455,-38.969,24.954,12.125,324.1433,306.2113,3.641505,-35.857,30.264,3.642,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,1.987589,1.948196,-0.3597701,1.535244,0.7123635,-0.5859798,1.198683,0.8360065,-0.5212249,1.182528,0.968056,8.879602,311.3729,0.290546,8.88,35.426,0.291,320.8889,303.7836,10.21767,-39.111,27.837,10.218,323.1866,308.5627,3.084571,-36.813,32.616,3.085,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,2.103306,1.951281,-0.3587373,1.53333,0.7103536,-0.5993932,1.199614,0.8608361,-0.5373527,1.191958,0.9845572,9.432487,312.4351,0.3117241,9.432,36.488,0.312,320.362,305.7069,8.911108,-39.638,29.76,8.911,322.1084,309.1453,4.542389,-37.892,33.198,4.542,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,2.226628,1.953367,-0.3587195,1.532767,0.7084971,-0.6155501,1.20908,0.8806006,-0.5517749,1.204406,0.9997455,8.970165,312.9746,0.4063956,8.97,37.028,0.406,318.7878,305.7778,9.101082,-41.212,29.831,9.101001,320.8545,310.127,5.662285,-39.145,34.18,5.662,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,2.355413,1.956496,-0.3581235,1.531633,0.7061042,-0.6483499,1.226811,0.903548,-0.5750875,1.231143,1.021072,8.748656,313.2628,0.6033123,8.749001,37.316,0.603,317.7575,304.9489,8.677755,-42.243,29.002,8.678,318.4381,310.9282,5.744658,-41.562,34.981,5.745,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,2.474104,1.961412,-0.3549903,1.533208,0.7028093,-0.6825598,1.253938,0.923609,-0.6078462,1.259839,1.050256,7.339231,312.7682,0.6894538,7.339,36.821,0.689,315.6409,304.6836,7.257972,-44.359,28.737,7.258,316.9115,311.7122,6.861474,-43.088,35.765,6.861001,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
R_R2gwqmgo2hiM0ed,Reflective,Intro,Standup,2.601189,1.968182,-0.3509838,1.536877,0.698948,-0.7221209,1.275521,0.9401588,-0.6396532,1.27907,1.077719,4.406533,312.1083,1.090994,4.407,36.161,1.091,314.507,302.9413,5.726019,-45.493,26.994,5.726,317.464,313.7119,4.98842,-42.536,37.765,4.988,1,411.6494,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
